code_v2006,code_v2013,uniqueID,areaKm,pop18,pop11,artif_surf18,artif_surf12
AT1,AT1,AT1AT1,23493.9,3864218.9,3610064.4,226670.0,217081.0
AT2,AT2,AT2AT2,25876.5,1805120.4,1763944.0,162446.0,151178.0
AT3,AT3,AT3AT3,34306.3,3182536.2,3020494.9,238719.0,226635.0
BE1,BE1,BE1BE1,162.4,1195821.7,1133091.1,14121.0,14055.0
BE2,BE2,BE2BE2,13586.6,6562553.4,6323868.9,435619.0,421154.0
BE3,BE3,BE3BE3,16895.2,3637209.2,3534835.9,262212.0,251639.0
BG3,BG3,BG3BG3,68256.1,3485849.9,3748686.9,348625.0,339465.0
BG4,BG4,BG4BG4,42641.4,3512484.2,3611975.3,203477.0,195570.0
CH0,CH0,CH0CH0,40003.5,8596789.5,7934614.0,375045.0,359047.0
CY0,CY0,CY0CY0,9228.9,861609.6,837209.5,103777.0,96010.0
CZ0,CZ0,CZ0CZ0,78850.0,10608376.8,10436474.5,704899.0,681208.0
DE1,DE1,DE1DE1,35687.6,11012439.8,10479325.1,499592.0,484744.0
DE2,DE2,DE2DE2,70077.2,12980353.9,12381719.7,799839.0,769404.0
DE3,DE3,DE3DE3,890.8,3610446.4,3282366.9,63863.0,63518.0
DE4,DE4,DE4DE4,29592.5,2505660.5,2463505.2,306194.0,298465.0
DE5,DE5,DE5DE5,384.8,678760.4,644923.5,24266.0,23897.0
DE6,DE6,DE6DE6,736.9,1826523.1,1697643.5,48933.0,48596.0
DE7,DE7,DE7DE7,21032.7,6239670.5,5968741.3,291247.0,284998.0
DE8,DE8,DE8DE8,23009.6,1603148.4,1603972.0,185610.0,180563.0
DE9,DE9,DE9DE9,47536.4,7961676.4,7782911.1,615067.0,588848.0
DE9,DE5,DE9DE5,14.4,4.2,0.2,11.0,59.0
DEA,DEA,DEADEA,34052.2,17897889.8,17531252.3,785908.0,766833.0
DEB,DEB,DEBDEB,19741.3,4069758.3,3986589.1,242287.0,235996.0
DEC,DEC,DECDEC,2556.2,989020.8,999571.7,56474.0,55387.0
DED,DED,DEDDED,18395.9,4077136.8,4054256.0,309366.0,302383.0
DEE,DEE,DEEDEE,20508.2,2222660.5,2287021.1,209867.0,204081.0
DEF,DEF,DEFDEF,15572.4,2879508.5,2795748.9,215539.0,207340.0
DEG,DEG,DEGDEG,16117.3,2151357.7,2188184.7,162700.0,159194.0
DK0,DK0,DK0DK0,42766.1,5439277.3,5503520.9,540202.0,516402.0
EE0,EE0,EE0EE0,43422.0,1332109.6,1288210.2,136304.0,131216.0
ES1,ES1,ES1ES1,45485.1,4276079.1,4405731.2,259954.0,253949.0
ES2,ES2,ES2ES2,70384.4,4464304.8,4472717.7,196405.0,186030.0
ES2,ES1,ES2ES1,4.9,6.5,7.5,4.0,4.0
ES3,ES3,ES3ES3,8014.6,6577909.3,6420262.8,136080.0,133248.0
ES4,ES4,ES4ES4,215301.1,5508338.7,5734505.1,458082.0,439268.0
ES5,ES5,ES5ES5,60343.5,13653066.8,13593378.2,465002.0,444906.0
ES6,ES6,ES6ES6,98940.8,9992741.6,9983099.2,423339.0,403553.0
ES7,ES7,ES7ES7,7446.4,2109626.3,2073661.5,76136.0,75607.0
FI1,FI1,FI1FI1,335545.8,5361044.2,5263095.6,763203.0,714363.0
FI2,FI2,FI2FI2,1288.7,28320.5,27073.2,6306.0,5916.0
FR1,FR1,FR1FR1,12059.4,12100673.2,11770204.0,306781.0,301157.0
FR2,FR2,FR2FR2,146560.9,10812833.2,10746311.3,1109816.0,1062082.0
FR3,FR3,FR3FR3,12436.6,4064157.8,4030550.2,238370.0,230257.0
FR4,FR4,FR4FR4,48282.0,5406845.8,5371238.8,427085.0,413577.0
FR5,FR5,FR5FR5,85750.1,8836261.9,8526769.9,963191.0,924316.0
FR6,FR6,FR6FR6,104421.3,7143101.7,6858445.1,714397.0,679573.0
FR7,FR7,FR7FR7,70870.5,7917337.4,7579552.7,607777.0,583089.0
FR8,FR8,FR8FR8,68014.6,8110860.1,7826849.5,560693.0,535644.0
FR9,FRA,FR9FRA,88828.5,88828.5,88828.5,88828.47753056143,88828.47753056143
GR1,EL5,GR1EL5,42442.0,2761792.9,2812684.8,200502.0,186405.0
GR1,EL6,GR1EL6,14038.8,729003.3,744393.7,58138.0,54937.0
GR2,EL5,GR2EL5,9143.2,334994.8,343755.0,32669.0,32391.0
GR2,EL6,GR2EL6,44623.7,1987132.8,2024764.0,191104.0,183881.0
GR3,EL3,GR3EL3,3790.1,3809300.0,3977416.1,91941.0,90175.0
GR4,EL4,GR4EL4,17422.9,1113144.1,1144005.1,82246.0,79546.0
HR0,HR0,HR0HR0,56355.1,4068154.2,4255941.5,301663.0,290790.0
HU1,HU1,HU1HU1,6914.0,3010958.5,2946089.2,128187.0,125338.0
HU2,HU2,HU2HU2,36582.2,2927688.0,3003250.4,268216.0,260713.0
HU3,HU3,HU3HU3,49460.6,3839081.1,3987641.3,328449.0,315872.0
IE0,IE0,IE0IE0,69889.5,4751135.7,4564624.1,419143.0,399952.0
IS0,IS0,IS0IS0,102513.1,343319.3,312923.9,63842.0,62190.0
ITC,ITC,ITCITC,57893.4,16059755.2,15733251.1,678446.0,642385.0
ITD,ITH,ITDITH,61114.4,11586513.1,11396646.9,638961.0,610902.0
ITE,ITI,ITEITI,57989.4,12020736.0,11572858.9,503440.0,485050.0
ITE,ITH,ITEITH,328.3,17092.9,17917.4,1015.0,936.0
ITF,ITF,ITFITF,73218.2,13961136.2,13916300.1,551667.0,523630.0
ITG,ITG,ITGITG,49758.7,6645710.7,6612541.6,311981.0,297486.0
LI0,LI0,LI0LI0,159.7,38083.3,36145.5,2196.0,2106.0
LT0,LT0,LT0LT0,64732.4,2806994.1,3026800.8,273652.0,255986.0
LU0,LU0,LU0LU0,2593.7,602551.7,510661.5,33535.0,31965.0
LV0,LV0,LV0LV0,64519.7,1925476.8,2077691.8,167249.0,160688.0
MT0,MT0,MT0MT0,314.1,466307.8,410401.1,10827.0,10608.0
NL1,NL1,NL1NL1,9045.6,1707476.2,1716218.7,122600.0,118657.0
NL2,NL2,NL2NL2,10968.8,3614254.9,3531305.8,196688.0,190592.0
NL3,NL3,NL3NL3,9992.3,8174812.9,7825850.7,292354.0,285610.0
NL4,NL4,NL4NL4,7288.6,3638177.1,3573470.9,199305.0,194788.0
NO0,NO0,NO0NO0,322460.9,5118775.4,4767103.4,551501.0,519989.0
PL1,PL1,PL1PL1,53769.6,7860543.4,7814105.1,488919.0,443860.0
PL2,PL2,PL2PL2,27502.2,7938263.5,7946377.8,433254.0,401368.0
PL3,PL3,PL3PL3,74853.9,6687534.9,6786465.8,526606.0,480746.0
PL4,PL4,PL4PL4,66245.3,6207671.1,6189929.7,413795.0,370674.0
PL5,PL5,PL5PL5,29353.1,3893403.3,3933694.2,245110.0,225856.0
PL6,PL6,PL6PL6,60140.9,5839994.9,5823365.8,328667.0,290941.0
PT1,PT1,PT1PT1,88723.8,9769551.7,10037725.7,663445.0,632586.0
PT2,PT2,PT2PT2,2322.8,240255.2,244212.6,18321.0,18075.0
PT3,PT3,PT3PT3,797.8,252395.9,266129.6,13884.0,13697.0
RO1,RO1,RO1RO1,67999.5,4884582.5,4959097.9,296858.0,278719.0
RO1,RO2,RO1RO2,23.7,49.7,63.7,8.0,7.0
RO2,RO2,RO2RO2,72300.0,5637182.5,5844410.9,382787.0,364434.0
RO3,RO1,RO3RO1,2.3,18.0,40.0,2.0,15.0
RO3,RO3,RO3RO3,36096.4,5255294.0,5398648.6,250718.0,237725.0
RO3,RO2,RO3RO2,9.5,2.3,1.8,6.0,6.0
RO4,RO4,RO4RO4,61016.6,3733589.7,3904077.6,274131.0,259008.0
RO4,RO3,RO4RO3,8.1,3.7,7.0,1.0,1.0
RO4,RO1,RO4RO1,15.3,36.5,37.9,4.0,5.0
SE1,SE1,SE1SE1,50142.3,4015586.6,3683923.2,298739.0,282778.0
SE2,SE2,SE2SE2,84822.9,4388041.7,4100282.1,410668.0,385542.0
SE3,SE3,SE3SE3,314208.4,1741031.3,1694142.3,304683.0,290283.0
SI0,SI0,SI0SI0,20254.5,2064792.4,2044618.0,135156.0,128918.0
SK0,SK0,SK0SK0,48993.1,5442114.5,5399339.2,334691.0,321525.0
UKC,UKC,UKCUKC,8605.9,2632895.4,2591253.6,112418.0,108735.0
UKD,UKD,UKDUKD,14183.0,7230772.2,7048732.0,275972.0,267312.0
UKE,UKE,UKEUKE,15429.0,5454602.0,5281978.1,237168.0,226826.0
UKF,UKF,UKFUKF,15643.3,4776340.5,4532870.5,233540.0,222380.0
UKG,UKG,UKGUKG,13013.6,5877814.4,5601954.9,236523.0,227635.0
UKH,UKH,UKHUKH,19159.0,6172595.0,5841661.3,314840.0,293999.0
UKI,UKI,UKIUKI,1575.7,8788341.3,8149632.3,136075.0,135769.0
UKJ,UKJ,UKJUKJ,19107.8,9071193.4,8618437.7,412314.0,394936.0
UKK,UKK,UKKUKK,23902.9,5575951.1,5278494.4,306327.0,286983.0
UKL,UKL,UKLUKL,20817.3,3117463.2,3057371.1,183294.0,174195.0
UKM,UKM,UKMUKM,78859.6,5410083.6,5264855.3,352393.0,328235.0
UKN,UKN,UKNUKN,14151.2,1884025.6,1785946.4,124449.0,115022.0
